#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
3035088	104	6780	106618	112657	-	RP3-470L14.2	ADARB1	STAU1	ADAR2|DRABA2|DRADA2|RED1	PPP1R150|STAU	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.999437246	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.999437246, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	O95793	B3KRE0|Q6PJX3	NP_059347|NP_059346|NP_001306063|NP_059348|NP_001309858|NP_001032405|NP_001306064|NP_001309862|NP_001309859|NP_004593|NP_001309857|NP_001309856|NP_001309860|NP_001309861	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3037430	104	92856	106618	124984	-	-	ADARB1	IMP4	ADAR2|DRABA2|DRADA2|RED1	BXDC4	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.882360249	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.882360249, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	Q96G21	-	NP_219484|NP_001307238|NP_001307233|NP_001307235|NP_001307234|NP_001307236|NP_001307239|NP_001307240	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3038371	104	317781	106618	130475	-	-	ADARB1	DDX51	ADAR2|DRABA2|DRADA2|RED1	-	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.872171191	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.872171191, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	Q8N8A6	-	NP_778236	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3038593	104	643836	106618	569091	-	-	ADARB1	ZFP62	ADAR2|DRABA2|DRADA2|RED1	ZET|ZNF755	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.994400613	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.994400613, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	Q8NB50	-	NP_001166109|NP_689496	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3038670	104	57050	106618	121342	-	-	ADARB1	UTP3	ADAR2|DRABA2|DRADA2|RED1	CRL1|CRLZ1|SAS10	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.920943684	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.920943684, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	Q9NQZ2	-	NP_065101	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3039497	104	6732	106618	112610	-	RP3-422H11.1	ADARB1	SRPK1	ADAR2|DRABA2|DRADA2|RED1	SFRSK1	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.898277819	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.898277819, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	Q96SB4	B4DS61	NP_003128	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3039498	104	6733	106618	112611	-	-	ADARB1	SRPK2	ADAR2|DRABA2|DRADA2|RED1	SFRSK2	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.756155338	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.756155338, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	P78362	A0A024R704	NP_872633|NP_001265202|NP_872634	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3040617	104	4736	106618	110813	-	-	ADARB1	RPL10A	ADAR2|DRABA2|DRADA2|RED1	CSA19|Csa-19|L10A|NEDD6	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.927496786	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.927496786, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	P62906	-	NP_009035	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3040740	104	50809	106618	119128	-	RP5-930J4.3	ADARB1	HP1BP3	ADAR2|DRABA2|DRADA2|RED1	HP1-BP74|HP1BP74	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.968235367	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.968235367, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	Q5SSJ5	-	NP_001363721|NP_001363720|NP_001363723|NP_001363722|NP_001363725|NP_001363724|NP_001358981|NP_001363726|NP_057371|NP_001363716|NP_001363717|NP_001363718|NP_001363719	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3040810	104	5813	106618	111772	-	hCG_45299	ADARB1	PURA	ADAR2|DRABA2|DRADA2|RED1	PUR-ALPHA|PUR1|PURALPHA	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.838989425	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.838989425, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	Q00577	-	NP_005850	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3042457	104	6166	106618	112085	-	-	ADARB1	RPL36AL	ADAR2|DRABA2|DRADA2|RED1	RPL36A	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.998178363	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.998178363, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	Q969Q0	-	NP_000992	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3042641	104	10929	106618	116132	-	-	ADARB1	SRSF8	ADAR2|DRABA2|DRADA2|RED1	DSM-1|SFRS2B|SRP46	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.981637829	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.981637829, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	Q9BRL6	A0A024R3A8	NP_115285	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3042911	104	79159	106618	122577	-	-	ADARB1	NOL12	ADAR2|DRABA2|DRADA2|RED1	Nop25|dJ37E16.7	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.89551151	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.89551151, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	Q9UGY1	A0A024R1M6	NP_077289	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3043107	104	6155	106618	112074	-	-	ADARB1	RPL27	ADAR2|DRABA2|DRADA2|RED1	L27	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.868862091	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.868862091, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	P61353	A0A024R1V4	NP_001336851|NP_001336850|NP_000979	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3043789	104	8531	106618	114101	-	-	ADARB1	YBX3	ADAR2|DRABA2|DRADA2|RED1	CSDA|CSDA1|DBPA|ZONAB	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.818028171	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.818028171, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	P16989	A0A024RAV4|A0A024RAQ1	NP_003642|NP_001138898	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3045014	104	51538	106618	119598	-	HSPC243	ADARB1	ZCCHC17	ADAR2|DRABA2|DRADA2|RED1	HSPC251|PS1D|pNO40	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.907319266	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.907319266, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	Q9NP64	A0A087WYV3|B4DYA9|A0A087WYF0|A0A087WXF8|E7EPF0|A0A087WXU5	NP_001269500|NP_001269501|NP_001269502|NP_001269503|NP_001269498|NP_001269499|NP_057589|NP_001269496|NP_001269497|NP_001269495	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3045141	104	25983	106618	117466	-	-	ADARB1	NGDN	ADAR2|DRABA2|DRADA2|RED1	C14orf120|CANu1|LCP5|NGD|lpd-2	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.896439382	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.896439382, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	Q8NEJ9	-	NP_001036100|NP_056329	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3045906	3609	104	109822	106618	-	-	ILF3	ADARB1	CBTF|DRBF|DRBP76|MMP4|MPHOSPH4|MPP4|NF-AT-90|NF110|NF110b|NF90|NF90a|NF90b|NFAR|NFAR-1|NFAR2|TCP110|TCP80	ADAR2|DRABA2|DRADA2|RED1	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.995813249	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.995813249, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q12906	A0A024R7C7	NP_036350|NP_703194|NP_001131145|NP_004507|NP_060090	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3046945	104	115509	106618	125436	-	-	ADARB1	ZNF689	ADAR2|DRABA2|DRADA2|RED1	TIPUH1	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.771951374	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.771951374, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	Q96CS4	-	NP_612456	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3047389	104	4820	106618	110885	-	-	ADARB1	NKTR	ADAR2|DRABA2|DRADA2|RED1	p104	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.817715442	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.817715442, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	P30414	A0A024R2N6	NP_001336053|NP_005376|NP_001336055|NP_001336054	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3048002	104	57109	106618	121375	-	RP11-244N20.5	ADARB1	REXO4	ADAR2|DRABA2|DRADA2|RED1	REX4|XPMC2|XPMC2H	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.999559354	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.999559354, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	Q9GZR2	B4E331|B4DJ95	NP_001266278|NP_001266279|NP_001266280|NP_065118	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3048295	104	6144	106618	112064	-	RP11-428O18.5	ADARB1	RPL21	ADAR2|DRABA2|DRADA2|RED1	HYPT12|L21	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.874966506	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.874966506, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	P46778	Q6IAX2	NP_000973	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3050972	104	64412	106618	122164	-	RP3-322G13.10-004	ADARB1	GZF1	ADAR2|DRABA2|DRADA2|RED1	ZBTB23|ZNF336	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.992557827	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.992557827, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	Q9H116	-	NP_071927	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3051480	104	79101	106618	122548	-	-	ADARB1	TAF1D	ADAR2|DRABA2|DRADA2|RED1	JOSD3|RAFI41|TAF(I)41|TAFI41	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.998296635	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.998296635, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	Q9H5J8	A0A024R3A9	NP_077021	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3052969	104	23223	106618	116829	-	RP11-452K12.13-007	ADARB1	RRP12	ADAR2|DRABA2|DRADA2|RED1	KIAA0690	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.939254533	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.939254533, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	Q5JTH9	B3KMR5	NP_055994|NP_001138586|NP_001271266	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3053132	104	5976	106618	111908	-	-	ADARB1	UPF1	ADAR2|DRABA2|DRADA2|RED1	HUPF1|NORF1|RENT1|pNORF1|smg-2	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.894490198	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.894490198, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	Q92900	B3KY55|A0A024R7L8|A0A024R7L5	NP_002902|NP_001284478	-	-	-	-	-	-	Homo sapiens	Homo sapiens
